Jungnang-gu,Dongjak-gu,2
Jungnang-gu,Gangnam-gu,2
Jungnang-gu,Jung-gu,3
Jungnang-gu,Jongno-gu,1
Jungnang-gu,Eunpyeong-gu,3
Jungnang-gu,Dongdaemun-gu,3
Jungnang-gu,Seongdong-gu,5
Jungnang-gu,Gwanak-gu,1
Jungnang-gu,Yongsan-gu,1
Jungnang-gu,Nowon-gu,1
Jungnang-gu,Seongbuk-gu,2
Jungnang-gu,Namyangju-si,3
Jungnang-gu,Gangdong-gu,1
Jungnang-gu,Anyang-si,1
Jungnang-gu,Guri-si,6
Dongjak-gu,Yangcheon-gu,3
Dongjak-gu,Guro-gu,14
Dongjak-gu,Gangnam-gu,2
Dongjak-gu,Jung-gu,3
Dongjak-gu,Jongno-gu,1
Dongjak-gu,Gangseo-gu,2
Dongjak-gu,Yeongdeungpo-gu,7
Dongjak-gu,Songpa-gu,1
Dongjak-gu,Geumcheon-gu,1
Dongjak-gu,Gwanak-gu,2
Dongjak-gu,Seocho-gu,6
Dongjak-gu,Seodaemun-gu,1
Dongjak-gu,Yongsan-gu,7
Dongjak-gu,Goyang-si,2
Dongjak-gu,Paju-si,1
Yangcheon-gu,Jungnang-gu,5
Yangcheon-gu,Dongjak-gu,9
Yangcheon-gu,Guro-gu,5
Yangcheon-gu,Jung-gu,4
Yangcheon-gu,Eunpyeong-gu,2
Yangcheon-gu,Gangseo-gu,10
Yangcheon-gu,Yeongdeungpo-gu,5
Yangcheon-gu,Seodaemun-gu,5
Yangcheon-gu,Seongbuk-gu,1
Yangcheon-gu,Goyang-si,2
Yangcheon-gu,Dobong-gu,1
Yangcheon-gu,Paju-si,1
Yangcheon-gu,Gimpo-si,1
Yangcheon-gu,Osan-si,1
Guro-gu,Jungnang-gu,2
Guro-gu,Dongjak-gu,22
Guro-gu,Yangcheon-gu,9
Guro-gu,Gangnam-gu,5
Guro-gu,Jung-gu,3
Guro-gu,Jongno-gu,1
Guro-gu,Eunpyeong-gu,1
Guro-gu,Gangseo-gu,6
Guro-gu,Yeongdeungpo-gu,9
Guro-gu,Dongdaemun-gu,2
Guro-gu,Geumcheon-gu,6
Guro-gu,Gwanak-gu,5
Guro-gu,Yongsan-gu,1
Guro-gu,Nowon-gu,3
Guro-gu,Mapo-gu,3
Guro-gu,Goyang-si,2
Guro-gu,Gwangjin-gu,2
Guro-gu,Gangdong-gu,1
Guro-gu,Gwangmyeong-si,6
Guro-gu,Siheung-si,1
Guro-gu,Bucheon-si,1
Gangnam-gu,Jungnang-gu,7
Gangnam-gu,Dongjak-gu,5
Gangnam-gu,Yangcheon-gu,3
Gangnam-gu,Guro-gu,1
Gangnam-gu,Jung-gu,2
Gangnam-gu,Jongno-gu,2
Gangnam-gu,Eunpyeong-gu,3
Gangnam-gu,Gangseo-gu,8
Gangnam-gu,Songpa-gu,5
Gangnam-gu,Geumcheon-gu,1
Gangnam-gu,Gwanak-gu,9
Gangnam-gu,Seocho-gu,13
Gangnam-gu,Seodaemun-gu,1
Gangnam-gu,Gangbuk-gu,2
Gangnam-gu,Yongsan-gu,2
Gangnam-gu,Seongbuk-gu,3
Gangnam-gu,Goyang-si,1
Gangnam-gu,Seongnam-si,3
Gangnam-gu,Gwangjin-gu,2
Gangnam-gu,Namyangju-si,3
Gangnam-gu,Guri-si,1
Gangnam-gu,Paju-si,1
Gangnam-gu,Icheon-si,1
Jung-gu,Jungnang-gu,4
Jung-gu,Dongjak-gu,10
Jung-gu,Yangcheon-gu,2
Jung-gu,Guro-gu,1
Jung-gu,Gangnam-gu,1
Jung-gu,Jongno-gu,3
Jung-gu,Eunpyeong-gu,3
Jung-gu,Gangseo-gu,3
Jung-gu,Yeongdeungpo-gu,1
Jung-gu,Dongdaemun-gu,3
Jung-gu,Songpa-gu,3
Jung-gu,Seongdong-gu,4
Jung-gu,Geumcheon-gu,1
Jung-gu,Seodaemun-gu,4
Jung-gu,Yongsan-gu,3
Jung-gu,Nowon-gu,1
Jung-gu,Seongnam-si,1
Jung-gu,Anyang-si,2
Jung-gu,Anseong-si,1
Jung-gu,Yangpyeong-gun,1
Jongno-gu,Jungnang-gu,2
Jongno-gu,Dongjak-gu,5
Jongno-gu,Yangcheon-gu,4
Jongno-gu,Gangnam-gu,3
Jongno-gu,Jung-gu,2
Jongno-gu,Eunpyeong-gu,5
Jongno-gu,Yeongdeungpo-gu,3
Jongno-gu,Dongdaemun-gu,1
Jongno-gu,Songpa-gu,5
Jongno-gu,Seodaemun-gu,6
Jongno-gu,Gangbuk-gu,2
Jongno-gu,Yongsan-gu,3
Jongno-gu,Seongbuk-gu,4
Jongno-gu,Gwangjin-gu,1
Jongno-gu,Gangdong-gu,2
Jongno-gu,Anyang-si,1
Jongno-gu,Uijeongbu-si,1
Jongno-gu,Dongducheon-si,1
Jongno-gu,Yeoju-si,1
Eunpyeong-gu,Jungnang-gu,6
Eunpyeong-gu,Dongjak-gu,7
Eunpyeong-gu,Yangcheon-gu,5
Eunpyeong-gu,Gangnam-gu,2
Eunpyeong-gu,Jung-gu,7
Eunpyeong-gu,Jongno-gu,4
Eunpyeong-gu,Gangseo-gu,1
Eunpyeong-gu,Yeongdeungpo-gu,2
Eunpyeong-gu,Dongdaemun-gu,3
Eunpyeong-gu,Seongdong-gu,1
Eunpyeong-gu,Seocho-gu,2
Eunpyeong-gu,Seodaemun-gu,1
Eunpyeong-gu,Nowon-gu,1
Eunpyeong-gu,Mapo-gu,2
Eunpyeong-gu,Goyang-si,1
Eunpyeong-gu,Dobong-gu,1
Gangseo-gu,Dongjak-gu,9
Gangseo-gu,Yangcheon-gu,21
Gangseo-gu,Guro-gu,8
Gangseo-gu,Gangnam-gu,5
Gangseo-gu,Jongno-gu,2
Gangseo-gu,Eunpyeong-gu,5
Gangseo-gu,Yeongdeungpo-gu,4
Gangseo-gu,Geumcheon-gu,1
Gangseo-gu,Seocho-gu,1
Gangseo-gu,Nowon-gu,2
Gangseo-gu,Mapo-gu,1
Gangseo-gu,Seongnam-si,1
Gangseo-gu,Gimpo-si,3
Gangseo-gu,Yongin-si,1
Yeongdeungpo-gu,Jungnang-gu,1
Yeongdeungpo-gu,Dongjak-gu,4
Yeongdeungpo-gu,Yangcheon-gu,10
Yeongdeungpo-gu,Guro-gu,7
Yeongdeungpo-gu,Gangnam-gu,1
Yeongdeungpo-gu,Jung-gu,2
Yeongdeungpo-gu,Jongno-gu,3
Yeongdeungpo-gu,Eunpyeong-gu,1
Yeongdeungpo-gu,Gangseo-gu,3
Yeongdeungpo-gu,Songpa-gu,1
Yeongdeungpo-gu,Geumcheon-gu,5
Yeongdeungpo-gu,Gwanak-gu,3
Yeongdeungpo-gu,Seodaemun-gu,1
Yeongdeungpo-gu,Yongsan-gu,1
Yeongdeungpo-gu,Gimpo-si,1
Yeongdeungpo-gu,Yangpyeong-gun,1
Dongdaemun-gu,Jungnang-gu,5
Dongdaemun-gu,Dongjak-gu,3
Dongdaemun-gu,Yangcheon-gu,2
Dongdaemun-gu,Guro-gu,2
Dongdaemun-gu,Jung-gu,5
Dongdaemun-gu,Jongno-gu,2
Dongdaemun-gu,Eunpyeong-gu,2
Dongdaemun-gu,Songpa-gu,9
Dongdaemun-gu,Seongdong-gu,3
Dongdaemun-gu,Gangbuk-gu,1
Dongdaemun-gu,Seongbuk-gu,1
Dongdaemun-gu,Gwangjin-gu,1
Dongdaemun-gu,Dobong-gu,3
Dongdaemun-gu,Namyangju-si,2
Dongdaemun-gu,Paju-si,1
Dongdaemun-gu,Yeoncheon-gun,1
Songpa-gu,Jungnang-gu,22
Songpa-gu,Dongjak-gu,1
Songpa-gu,Yangcheon-gu,4
Songpa-gu,Gangnam-gu,10
Songpa-gu,Jung-gu,2
Songpa-gu,Jongno-gu,5
Songpa-gu,Eunpyeong-gu,1
Songpa-gu,Yeongdeungpo-gu,1
Songpa-gu,Dongdaemun-gu,9
Songpa-gu,Seongdong-gu,1
Songpa-gu,Seocho-gu,1
Songpa-gu,Gangbuk-gu,1
Songpa-gu,Nowon-gu,2
Songpa-gu,Seongnam-si,1
Songpa-gu,Gangdong-gu,1
Songpa-gu,Anyang-si,4
Songpa-gu,Paju-si,1
Songpa-gu,Gunpo-si,1
Songpa-gu,Pyeongtaek-si,1
Songpa-gu,Hanam-si,1
Songpa-gu,Uiwang-si,1
Seongdong-gu,Jungnang-gu,21
Seongdong-gu,Dongjak-gu,3
Seongdong-gu,Yangcheon-gu,3
Seongdong-gu,Gangnam-gu,5
Seongdong-gu,Jung-gu,6
Seongdong-gu,Eunpyeong-gu,3
Seongdong-gu,Yeongdeungpo-gu,1
Seongdong-gu,Dongdaemun-gu,1
Seongdong-gu,Gwanak-gu,1
Seongdong-gu,Yongsan-gu,2
Seongdong-gu,Ansan-si,1
Seongdong-gu,Seongbuk-gu,1
Seongdong-gu,Gwangjin-gu,3
Seongdong-gu,Namyangju-si,1
Seongdong-gu,Guri-si,1
Seongdong-gu,Paju-si,1
Seongdong-gu,Gwacheon-si,2
Seongdong-gu,Icheon-si,1
Seongdong-gu,Hwaseong-si,1
Geumcheon-gu,Dongjak-gu,8
